Entry,Make,Model,Body,Fit_age_a,Fit_age_b,Fit_age_R2,Fit_miles_a,Fit_miles_b,Fit_miles_R2,Fit_age_cw_R2
1,Toyota,Camry,Sedan,26339.304390226476,0.1085719219465661,0.7825620190739409,29995.191587099696,1.3107236711880152e-05,0.8571153386752329,0.7371119425116524
2,Ford,F150,Truck,43603.91853952011,0.10003277760669678,0.6384423898554361,43535.63487109299,9.57726099870802e-06,0.6362874277963962,0.1990888689612158
3,Honda,Civic,Sedan,24936.871392671106,0.11055464193905633,0.8453749426249677,24051.62030628605,1.0723724541945896e-05,0.824741894903765,0.4863018837920765
4,Toyota,Corolla,Sedan,19776.21842818838,0.08972004067710829,0.8180573735469671,21826.176500935704,1.0875381347764209e-05,0.8827758730657475,0.5888368411964411
5,Chevrolet,Silverado 1500,Truck,37447.646220866816,0.08078423595155797,0.6812058548906019,33598.8688622774,6.523598746113678e-06,0.5824063491301639,-0.5485289181719444
6,Toyota,RAV4,Sport Utility,33376.128356005254,0.1191897889633972,0.850533366813131,33387.321739449144,1.183867706661696e-05,0.8329443091736407,0.6953532589374987
7,Toyota,Tacoma,Truck,35495.446947816956,0.06593808546801919,0.7789564837930689,35188.18717643208,6.542975715713407e-06,0.750049745751059,-0.22337787421569888
8,Honda,Accord,,28643.46690409488,0.1121233409638844,0.8808006696644123,28517.368917247455,1.1384958054288844e-05,0.8813953670103488,0.4231254306661494
9,Toyota,Highlander,Sport Utility,47702.70579465209,0.13659200982667988,0.9042612780435626,43369.032118016185,1.0752757570298553e-05,0.9064945458334519,0.7115563659307769
10,Jeep,Wrangler,Convertible,43933.019388069835,0.07852126615321367,0.6132072806199076,38420.41765720099,7.353543739889579e-06,0.5791840933900412,-0.33509849652383394
11,Honda,CR-V,Sport Utility,30261.21005050866,0.1055304104935973,0.9049128282935492,29036.05981779509,1.0124473233427036e-05,0.8902661696409725,0.35347347793160344
12,Ford,Mustang,Coupe,27704.35134317578,0.055901968924247,0.18499714664677402,38669.920205710914,1.5286288880277832e-05,0.6259921856536846,
13,Jeep,Grand Cherokee,Sport Utility,39042.041596610405,0.10622306547247203,0.41171873474526754,43858.34053112677,1.1572338731858999e-05,0.607580735953584,-0.341883019536972
14,Toyota,Prius,Hatchback,30148.10008552677,0.1225726058354239,0.8962022997994432,24581.95086848291,8.706437411834085e-06,0.6983676948741703,0.5351202452616269
15,BMW,X3,Sport Utility,45274.41964333173,0.16467726448263578,0.8924817941600498,48366.60433640596,1.8523662386090593e-05,0.9262715392138801,0.8910869675170323
16,Toyota,Tundra,Truck,46706.644718238385,0.089463301006963,0.8608095639893206,44508.34959087269,8.55172789949096e-06,0.8365901361992306,0.2832185674240879
17,BMW,330i,Sedan,44064.001326538266,0.1577811240914597,0.8022249771794533,45567.84634281221,2.3523376099235534e-05,0.849577120085199,0.8027980335384914
18,Toyota,4Runner,Sport Utility,45247.520215074124,0.09616605114947568,0.9014695366291297,43364.47559651985,8.159591577262328e-06,0.8858753930885871,0.5654498534034378
19,Ford,F250,,54663.89792834569,0.08108291298960882,0.7343630655898102,50957.90882797546,8.01674410977557e-06,0.6091142790235979,0.3132737596251136
20,RAM,1500,Truck,38404.290007231735,0.10231291571562554,0.45093396722216506,35498.12316041697,7.635326161457057e-06,0.49682754779924365,
21,Volkswagen,Jetta,Sedan,23166.75403526993,0.1283600341620648,0.8096944288451484,21855.243212894733,1.3058473008470799e-05,0.8260025449523367,
22,Ford,Explorer,Sport Utility,43315.46720703569,0.1532470363981412,0.628563368887423,41602.02269807491,1.2974091643972552e-05,0.7713455397170619,0.5858471785980786
23,BMW,328i,Sedan,26805.360495301145,0.09578363443642313,0.7962906403875978,105000.00014388851,0.0007759882202018078,-5.734784488868957,
24,Porsche,911,Coupe,135080.5083220927,0.05434219800849543,0.24935477028327002,147287.4573858155,2.1164433616169405e-05,0.4279044389654567,-0.7326498280708096
25,Dodge,Challenger,Coupe,30928.005946312238,0.0601497362709585,0.10440962515660868,43960.58935035161,1.7392151005430164e-05,0.5000388867069219,
26,Toyota,Sienna,Van,36959.304899664654,0.1170215343092521,0.8559986055986784,41437.07297561196,1.1921116115950286e-05,0.9192680769960724,0.7369614065526564
27,Chevrolet,Tahoe,Sport Utility,49838.63865387436,0.11628997034978299,0.9074774527978832,51240.60568651279,9.545265604525294e-06,0.8321828556276143,
28,Honda,Fit,Hatchback,19977.85685921832,0.09588470073868395,0.9339058924686523,19002.106125769118,9.874298466656704e-06,0.9383018509820102,0.3147149646802605
29,Ford,Fusion,Sedan,36242.51961365683,0.17884991159127656,0.7047745421833966,29082.664724775183,1.6793744436989378e-05,0.7832028675974625,
30,BMW,X5,Sport Utility,69174.70399154833,0.1813198373557065,0.9520870977745903,67108.53890474107,1.745977201088594e-05,0.9410568799100428,0.9259313971005136
31,Chevrolet,Corvette,Coupe,62691.76615101666,0.07766719390006441,0.702269851690495,52284.5683246662,1.5211312959872187e-05,0.7287506718776378,
32,Chevrolet,Camaro,Convertible,35030.1256692689,0.09433759180439166,0.48089467800748786,35704.74813561974,1.2631371641178108e-05,0.6093676005020867,
33,Honda,Pilot,,41503.44386667071,0.1305823466153486,0.9087918701763259,38415.21548782056,9.70647677526876e-06,0.9444073973063197,0.5221371820627252
34,Lexus,RX 350,Sport Utility,68633.7474263369,0.17750071410487703,0.9285575022399711,55263.8591306431,1.4263562658578563e-05,0.9096207310822149,
35,Mercedes-Benz,C 300,Sedan,40527.35325440781,0.13988754129008266,0.8979864644713613,39804.481293708144,1.506568587021456e-05,0.8392106256340213,0.6216658444789394
36,Honda,Odyssey,Van,40292.23346839193,0.13407176538362026,0.9292312206771706,36909.541664934106,1.0596689102144763e-05,0.8970680765413145,0.5933401293867682
37,Volkswagen,Tiguan,Sport Utility,27016.3103089502,0.13891059291641022,0.8711819269920025,28728.981714337544,1.5168507678315236e-05,0.8967082379322229,0.8247188202092348
38,Ford,Escape,Sport Utility,27854.71459983505,0.12414702308229467,0.6769942278031895,27617.822952457864,1.2774168543707575e-05,0.8501945129291022,
39,Ford,Edge,Sport Utility,31265.980036971298,0.13212853386847928,0.5496496004954514,36356.756091211944,1.4163269944826142e-05,0.8811246849849008,
40,GMC,Sierra 1500,,48625.17914361506,0.1056736771601927,0.7766283117788009,35303.90511206691,6.202644449023333e-06,0.49553774032157083,-0.41309197186072244
41,Nissan,Altima,Sedan,21595.855431476422,0.12314166118882272,0.7892831583033197,22305.337335191933,1.107585917298595e-05,0.8112842975248502,0.7046787819826807
42,MINI,Cooper,,27289.052085248146,0.1216432724761822,0.8719763655882159,28116.960823818645,1.711606226765591e-05,0.8643766867039635,0.6779793880638153
43,Volkswagen,Golf,Wagon,30179.529398198436,0.15554996416450695,0.7955395644264328,25212.54205408897,0.0029999999986189464,-0.5463433970438665,
44,Chevrolet,Suburban,Sport Utility,58872.46256043991,0.13818055359966155,0.7555749146306465,57895.75185994181,1.1281266937661333e-05,0.9205870289893784,0.6378097163615013
45,Mercedes-Benz,E 350,Sedan,53017.23168733729,0.15665095300047974,0.8879357603464927,48188.33691466321,1.6027342711553073e-05,0.7766346043729705,0.21216453380742484
46,Subaru,Outback,Sport Utility,36447.91807509544,0.13433023582297654,0.8870836476598774,31292.248150489173,9.731249527550832e-06,0.8010591915277485,0.6384029313136346
47,BMW,X1,Sport Utility,42915.10182783073,0.19440561064750492,0.920119965086322,38657.68063576531,1.673037119507558e-05,0.8706148030098594,0.7804803928557914
48,Ford,Ranger,Truck,38131.25877131806,0.09952554134138704,0.8433925479174952,34245.18160349509,1.3060447390236618e-05,0.8018676355969524,
49,Audi,A4,Wagon,39458.71510609152,0.1519126481839219,0.9125610170337992,37153.06359649262,1.4684173237927894e-05,0.7758515050501471,
50,Acura,MDX,,55519.26046118813,0.16035484140667774,0.8916820738697117,46603.63480309664,1.190274003519514e-05,0.9016655136203078,
51,GMC,Yukon,Sport Utility,50959.50530138062,0.11341259319449568,0.8825517968036146,105000.0,0.0015,-4.009851562823936,
52,Volkswagen,GTI,Hatchback,35480.4802269419,0.1384490522047473,0.8953224197495188,30406.834394240956,1.2237079684288097e-05,0.8808006424770387,
53,Chevrolet,Silverado 2500,Truck,61535.64913762536,0.09451423408835413,0.7652812829875777,44205.23768751721,5.321480906270229e-06,0.4830455796117358,-0.4674986851717442
54,Audi,Q5,Sport Utility,44271.24754031985,0.145670204176121,0.87017167951932,41724.67040315142,1.2525628725439115e-05,0.8767300208908736,
55,GMC,Acadia,Sport Utility,34119.53900048633,0.10241329811496815,0.6697966067552823,36185.03819065661,1.0285073858153049e-05,0.809952267723175,-0.14707288001844865
56,Dodge,Durango,Sport Utility,41347.95442080362,0.12890372542482167,0.6454464141043783,38843.183559590674,9.563543766837703e-06,0.6796702986416376,
57,Ford,F350,Truck,54013.18743092853,0.07416333578716588,0.7308789736070269,47498.08454927345,6.923947325162119e-06,0.6066255919873044,
58,Ford,Focus,Hatchback,27442.668151449514,0.1539416754858088,0.5236163843872477,17790.377666503726,9.283558629481236e-06,0.38931248358661075,
59,Land Rover,Range Rover Sport,Sport Utility,95045.87494162844,0.1933605939129775,0.9226075921742326,92533.81625107343,1.845280136319302e-05,0.907870308397233,0.8755167529912118
60,Volkswagen,Passat,Sedan,28439.93970865814,0.15376714570103828,0.7926274805557316,24889.588021904066,1.3990633901389238e-05,0.796389293757451,0.2884134987593796
61,Cadillac,Escalade,,73133.9462882349,0.13669048358487795,0.9353889726349172,74269.71146184656,1.3123312516623822e-05,0.843538265620307,0.8113505265678804
62,MAZDA,MAZDA3,Hatchback,27169.986228326517,0.1383142764941269,0.6641879968060769,21381.742621908186,9.374656453968458e-06,0.5857011527211125,
63,Nissan,Rogue,Sport Utility,23080.39905851038,0.1153577178122386,0.7473213989711103,26998.268027288992,0.0014996042734034458,-5.052855783274654,
64,Audi,A3,Hatchback,36069.712827944604,0.14615683288266326,0.9029762545372854,31176.183493047476,1.4378901715330164e-05,0.7866476016451919,0.4623538795722726
65,Dodge,Charger,Sedan,36038.79544475133,0.1417968077598701,0.6320127702078491,36420.357723988054,1.2085058496422447e-05,0.6723474645259175,
66,Chevrolet,Equinox,Sport Utility,20705.57376399389,0.08726929551071873,0.5537669953062357,25807.61271624282,1.12098884822309e-05,0.7799767712008912,-0.4881734722019615
67,Dodge,Ram 1500 Truck,Truck,50969.188871835366,0.11485928902796431,0.5262116766135511,12184.013227632053,0.002965515580616313,-9.188498344966726,
68,Subaru,Forester,Sport Utility,31694.122265938684,0.12028438104232254,0.8942800900487313,26463.619901578724,9.188145273653466e-06,0.6465222372672107,0.2167143470082481
69,Nissan,Sentra,Sedan,15330.994896047445,0.09160245373190938,0.7340837239663849,16227.233609802908,8.772128545244422e-06,0.8830710026386528,
70,Toyota,Sequoia,Sport Utility,64723.54222145472,0.128549144804958,0.8637704218281295,54514.22772787481,1.1225266708018431e-05,0.789288237809582,0.6554313352902958
71,BMW,M3,Sedan,62467.62309011339,0.07956131035010429,0.8130329146772726,63884.66119051506,1.2152910398178992e-05,0.8436141434398199,
72,Hyundai,Elantra,Hatchback,16752.510870814393,0.09953120868709024,0.7874088699936889,17411.52634437026,9.29244884913922e-06,0.8603123429531668,-1.3253274450998207
73,Dodge,Ram 2500 Truck,Truck,51039.18840807099,0.05000000000000001,0.06382982561906458,105000.0,0.0015,-13.028805253378856,
74,Acura,RDX,Sport Utility,40842.09665230896,0.14669290246080594,0.951134229864207,41557.64062390308,1.3701173852019908e-05,0.9370681216991927,0.7490706500985114
75,Mitsubishi,Outlander,Sport Utility,30165.733106069714,0.16436490335635862,-0.11250587093922526,32826.011892875234,0.0006709825182473991,0.09000033386829653,-0.8883944078253707
76,Honda,HR-V,Sport Utility,25648.948542350077,0.0891008220508699,0.43812805838835933,25092.05324394241,0.0029999999999999996,-5.81150416947596,-2.9015944956588338
77,Chevrolet,Impala,Sedan,23059.28521982037,0.13088833554300813,0.513733695011435,31119.00432778115,1.6833732609481573e-05,0.8997464804484643,
78,Lexus,IS 250,Sedan,43264.22480193548,0.13011294541483476,0.8936020515656832,105000.0,0.001126875,-6.793257891410999,
79,Lexus,ES 350,Sedan,45816.179760849656,0.143560001891355,0.8905406396620477,34960.13899362011,1.1569283348015455e-05,0.6809102885763901,
80,Jeep,Cherokee,Sport Utility,20717.530144885586,0.05739316958031729,0.46767033331176744,21520.263441757892,4.828306022171676e-06,0.3618359517910186,
81,Audi,Q7,Sport Utility,57546.18382952306,0.14477041687005618,0.9291214298561515,59808.140430062725,1.4349200181575491e-05,0.8285984216464427,
82,Hyundai,Sonata,Sedan,22750.97165679443,0.118760929069414,0.7701733306048401,105000.00006751105,0.0007714041363467667,-6.135584135853749,
83,Mercedes-Benz,S 550,Sedan,90245.56627264491,0.15631105755066155,0.8958693545239338,105000.0,0.0015,-4.2697743928864815,
84,GMC,Yukon XL,,49587.993187597494,0.1255959557109288,0.9366499355918804,59674.79832464596,1.1099782959650617e-05,0.9374798380915389,0.7091307744076413
85,Dodge,Grand Caravan,Van,19720.27137539338,0.09375977974884538,0.4699120557397035,105000.0,0.0011268749999999998,-4.966561522687157,
86,Porsche,Boxster,Convertible,55904.72066522973,0.07237744017351708,0.7950314029215512,40082.40897220004,1.116881681418318e-05,0.36780328388385597,
87,Nissan,Maxima,Sedan,31933.382700798644,0.14501677351373643,0.6775222440978306,30953.529808014995,1.2595005669301026e-05,0.8617205228426297,0.7041155752617343
88,Mercedes-Benz,GLC 300,Sport Utility,41198.308365210105,0.126122855887781,0.5771507065094955,40285.40028079012,9.813317642777782e-06,0.6389157181500176,-0.8164130162622805
89,Acura,TL,Sedan,29988.86621988049,0.10578907801733957,0.706776112956381,105000.0,0.0015,-7.80088598503175,
90,INFINITI,Q50,Sedan,31630.122331716302,0.09202976903170873,0.445885045392979,58417.50991868382,0.0022354389449756903,-17.978531596344876,-1.985091694709336
91,Mitsubishi,Outlander Sport,Sport Utility,20748.187124665918,0.10567021018744535,0.6078865046592454,20846.70333415752,1.0537350485940107e-05,0.6897709882392313,0.1178606759657721
92,Cadillac,CTS,Sedan,46778.83705607555,0.09830797429356306,0.07192071498917074,52380.69939234057,1.0849991934997342e-05,0.5727691701872231,
93,INFINITI,G37,Coupe,38851.222360983375,0.11313357345396548,0.3976803582355791,19576.731382440463,4.419431380423049e-06,0.2570306209215024,
94,Toyota,Prius Prime,Hatchback,30106.659120118227,0.07696098743524821,0.22846848128128028,30843.720898998115,1.1617154898509979e-05,0.40516567174634344,-1.867594384590523
95,Porsche,Panamera,,172666.36894895998,0.2317766019743465,0.7836221572347152,130186.70938163197,2.30751391958508e-05,0.8551180200458011,
96,Chevrolet,Malibu,Sedan,20976.91729683025,0.10589784430848818,0.6943122545858019,23474.76811654075,1.2614226349467042e-05,0.8178523515209569,0.14206108365781278
97,GMC,Sierra 2500,Truck,64526.54282187538,0.08657126902527913,0.8089116938856076,55175.01892431524,6.8208693709085985e-06,0.6388908241687594,-1.1232689368375408
98,Mercedes-Benz,CLA 250,Sedan,37628.58808164318,0.1423724502879049,0.7887978978414097,28471.509686883877,8.290759665003498e-06,0.6058884854844986,-0.008925059393406931
99,Ford,Fiesta,Hatchback,17883.64511983279,0.1090357535335201,0.3698810334777658,16824.532389362557,1.1693896475954776e-05,0.7537924937947746,
100,RAM,2500,Truck,50654.67856998543,0.05609836592320523,0.2991494166385138,51542.25334015528,5.731777799826695e-06,0.5132344598334347,
101,Audi,A6,Sedan,53644.63792793297,0.1729320163296048,0.8924844123444821,55434.0981869438,1.8085639284285706e-05,0.8874514548288674,
102,Land Rover,Range Rover Evoque,Sport Utility,48117.185209527786,0.12770177419367018,0.8165175218735774,52952.5227355512,1.584745742270252e-05,0.8626989875858455,0.7900857724807062
103,Porsche,Cayenne,Sport Utility,84001.56236840498,0.15126117040284556,0.8452458548791,105000.00013234295,0.0007721422116430034,-3.156148535477561,
104,BMW,535i,Sedan,50905.866248266175,0.15692070132586003,0.7897522583509824,105000.0,0.0015,-8.80647531711754,
105,MINI,Cooper Countryman,Wagon,38407.94215730732,0.15692926729184212,0.8437613982404852,33834.98836779641,1.7512163038719035e-05,0.8366369898970322,0.5089322415405839
106,Mercedes-Benz,E 300,Sedan,44726.53446588427,0.12852840405139845,0.6039888930854765,105000.00010655397,0.000771519469709428,-34.93612120667566,
107,Kia,Optima,Sedan,20912.82857783349,0.09273446555632749,0.4757430443002617,23792.55516206996,1.1433572586317824e-05,0.7533116306298533,
108,Tesla,Model S,Sedan,87432.58529819513,0.11915663006666564,0.5980830095085774,60508.54306763704,8.001182403205448e-06,0.5508765584080321,
109,Land Rover,Range Rover,Sport Utility,111468.78380394256,0.16479468193823366,0.921845522110565,109234.91856613141,0.0014997914875891079,0.1883516802132279,0.7991340779572266
110,Lexus,GS 350,Sedan,50389.75705707854,0.13938381268182623,0.9144640234366128,105000.00009628371,0.0007714470759573705,-6.54205668701831,
111,BMW,335i,Sedan,42190.914649850085,0.12034969842688116,0.6745104188598721,105000.0,0.0015,-7.419980616763667,
112,Hyundai,Santa Fe,Sport Utility,24129.919921964974,0.10378538217700435,0.8003981166392216,23503.227649421264,8.263659783558617e-06,0.6636833902749809,
113,Jeep,Compass,Sport Utility,26161.85472788747,0.12916222575527617,0.5238429323577698,27260.99390542078,1.4195422314792675e-05,0.8929071506890752,-0.6258458578904531
114,Ford,Expedition,Sport Utility,48116.626759386796,0.12980076113631905,0.9110149076390551,49889.09473050145,1.085225252868836e-05,0.6727461505697627,
115,BMW,i3,Hatchback,34947.655677480456,0.1421476927461819,0.6298592703006317,105000.00007788028,0.0007714060178861303,-47.652808224783065,
116,Nissan,Murano,Sport Utility,29199.85148568242,0.11266058352632428,0.8166626125198264,105000.00008070985,0.0007714105287761633,-4.561473537699506,
117,Mercedes-Benz,ML 350,Sport Utility,50764.61348883065,0.14795989823860242,0.8725900865421852,105000.0,0.0015,-7.496876142482366,
118,Nissan,370Z,Coupe,32137.788937928155,0.07190845847604632,0.6861736638700375,26402.882623681504,6.759971134661911e-06,0.6526211025473769,-4.630731785631436
119,Chrysler,Pacifica,,30135.14483483878,0.11098086987172501,0.5052834800009316,33034.63960521718,8.582809107914415e-06,0.5874443273371337,
120,Chevrolet,Colorado,,33112.420078468356,0.0897077883177913,0.698914565062045,33729.82521157621,9.623196016787275e-06,0.7396135880241606,
121,Chrysler,300,Sedan,25644.399303964183,0.1046147832744519,0.7557713578645839,105000.00007872717,0.000771407046695792,-5.985530443001504,
122,MAZDA,CX-5,,29308.86861947171,0.11823582417779206,0.6828062110415567,27828.448717066713,9.386941503186917e-06,0.706239216202809,
123,Nissan,Frontier,Truck,26187.657028333713,0.060709116737651475,0.825655031334247,105000.00013684135,0.0007751388094528823,-12.768405731423838,
124,Nissan,Pathfinder,Sport Utility,29734.097804072786,0.11242130399493104,0.7273637379178158,27743.74799988935,8.715319328172214e-06,0.8472102845082482,0.27138205751347566
125,Chevrolet,Silverado 3500,Truck,72610.05481165038,0.09859218973477121,0.5228294902282249,61917.00000053204,0.0015,-5.057896813453226,
126,Honda,Ridgeline,Truck,41794.75914867321,0.10531032629966201,0.9530103738059365,37482.49953743487,9.120886057818196e-06,0.9614744471113477,0.4936055036189113
127,Volkswagen,Golf R,Hatchback,46131.203297934655,0.1143054054985874,0.9686243992665383,42568.69444356592,1.289070868854558e-05,0.9728084510185298,
128,Toyota,Avalon,Sedan,43554.84028821076,0.14610756866701752,0.9393382856450578,42225.53333343151,0.0015,0.6347808589658841,0.7588686309291004
129,Mercedes-Benz,GLE 350,Sport Utility,56508.500298308194,0.18214599597728665,0.9128099363340316,57861.88248776343,1.8252517581860886e-05,0.7304305982617301,0.6498189128490587
130,Honda,Passport,Sport Utility,42190.0,0.1633279233210136,0.09066648168240055,36929.20900917908,6.407102791909136e-06,0.006413314802105496,-1.3381582322626504
131,Subaru,Impreza,Hatchback,26382.47107587256,0.11124551247357459,0.8124075633805439,21329.812740766814,8.557587523119442e-06,0.8886229898586511,
132,Kia,Soul,Hatchback,18047.42969445106,0.1117041284190902,0.721152948725399,20226.902610660836,1.1589305747589712e-05,0.8114872363681337,0.19258213602857432
133,smart,fortwo,Coupe,24505.603783820363,0.16452086426629742,0.7425983854135751,23251.671663399597,3.6640536940884226e-05,0.7246045974519306,
134,Jeep,Renegade,Sport Utility,29945.09328118818,0.1606578233174156,0.3445669789456608,24062.216187549664,9.723274613495233e-06,0.517614072898142,
135,Lincoln,Continental,Sedan,98994.3393691694,0.050000000000012035,0.11213284587606487,93073.31696260929,1.0173121063016024e-05,0.15047265943856436,
136,Volkswagen,Beetle,Convertible,29060.92191866868,0.13409399920202217,0.833991285371477,24034.20726406504,1.4381307262609284e-05,0.7952734962391532,
137,INFINITI,QX80,Sport Utility,49362.59821922204,0.08833517676279524,0.6140542157211477,105000.00008224946,0.0007714038071941059,-27.331811587723884,
138,Chevrolet,Cruze,Hatchback,16904.181480582283,0.09542204151576161,0.46410328944385015,18330.199997527354,1.0164755568241665e-05,0.5742522848612439,
139,BMW,Z4,Convertible,60999.75497040416,0.13871674588732968,0.9415398223259408,57160.861912436674,0.0029999999999999936,-0.08293724211330833,0.6569741050828234
